keys,zh_CN
event.script.event_573_land_beyond_earth.txt_opt2_dis,在英美两国亲自过问的澳大利亚煽动革命？你疯了？
event.script.event_573_land_beyond_earth.txt_r0,我们决定延续对澳大利亚的外交缓和政策——这似乎也是澳大利亚政治界内的普遍共识。不久弗雷泽便欣然接受我国邀请，启动第二次访华之旅。考虑到澳洲牧场与铁矿声名远扬，两国间当然有不少方面能求同存异，合作前景广阔！与此同时，我们得以顺腾摸瓜窥探澳洲内政情况——弗雷泽先生持改革立场，并希望对澳大利亚“自由党”与乡村党联合政府内部的暗面继续清洗……其性质类似我们先前交好的惠特拉姆，看起来他人确实没澳大利亚一些嬉皮士描绘的那么坏。
event.script.event_573_land_beyond_earth.txt_r1,虽然弗雷泽希望同我们进一步缓和关系，但你认为弗雷泽的步子还是“太小，太过保守”：中国需要的是不成文的密切合作伙伴关系——即类似夏尔·戴高乐与吉斯卡尔·德斯坦等致力的“法国”-“苏联”特殊关系。因此，我们将目光投向了老朋友工党。当然，中国代表团登陆澳洲本身便足以让弗雷泽喜出望外。考虑到澳洲牧场与铁矿声名远扬，两国间当然有不少方面能求同存异，合作前景广阔！与此同时，我们得以顺腾摸瓜窥探澳洲内政情况——由于惠特拉姆的执政失当，其政治生涯已然结束。工党内部正接受保罗·基庭和金·本兹利等新一代领导人的“新思维”洗礼。该党的内部洗牌为我们安排工党候选人鲍勃·霍克就位做好了准备：他与工党“硬左派“成员克莱德.卡梅隆律师密切合作，并背靠反战运动和工会组织。这次会议的后续影响犹未可知，不过我们应该开了个好头。
event.script.event_573_land_beyond_earth.txt_r2_a,不久弗雷泽便欣然接受我国邀请，启动第二次访华之旅。然而这只是明修栈道，暗度陈仓。我们并不指望能和自由派达成多少共识，只是让其以为我们仍致力于所谓“缓和事业”。与此同时，我国特工同澳共（马列）内老同志E·F·“泰德”·希尔建立了联系。
event.script.event_573_land_beyond_earth.txt_r2_b,虽说我国的政治变动部分使得希尔不若以往那般“忠诚”，并使其转向所谓“独立的澳大利亚社会主义道路”，但他依然欢迎我们的帮助。
event.script.event_573_land_beyond_earth.txt_r2_c,虽说在短期内将成员甚至不到400人的澳共（马列）组织成革命先锋队与强大的群众政党堪称天方夜谭，但办法总比问题多：希尔同工党“硬左派“克莱德·卡梅隆律师协助推进改良立法的人脉，在全澳大利亚工会界的美名乃至其对“电车与巴士工会”和“维多利亚水道工人工会”的影响力足以使我们借题发挥，并采用“冰山策略”扩展澳共（马列）及同情组织。上述政策甚至吸引到了沉迷于欧洲共产主义实践的澳共注意：考虑到”左翼联合“政策四处碰壁，该党基层党员们自然会重新审视看起来更成功的方略。
event.script.event_573_land_beyond_earth.txt_r3,不久弗雷泽便欣然接受我国邀请，启动第二次访华之旅。我们将延续对澳大利亚的外交缓和政策……可在双方均缺乏决定性改变的情况下，上述缓和事实上程度有限。澳大利亚的社会氛围倾向保守反共，他们甚至三年前才算完全废除了白澳政策。看起来往里面投资似乎毫无意义，对吧？
event.script.event_571_uae_invades_kuwait.txt_r0,国际社会一致谴责阿联共对科威特的入侵。苏联与美国拒绝承认侯赛因的领土宣称，在对阿联共引入制裁的同时，以联合国的名义建立了国际联合军。然而现在依然难说科威特这个弹丸小国的最终命运，不知能不能扛得住阿联共的百万大军。
event.script.event_570_iraq_kuwait_war.txt_r0,不论体量还是军队素质，伊拉克的革命力量远远超过科威特的散兵游勇。很快他们就将逼近科威特市区…
event.script.event_566_red_auxiliaries.txt_result,中东的局势还在持续的恶化……
event.script.event_553_new_italian_east_africa.txt_desc_22,革命民族主义在意大利母国的胜利极大的刺激了西亚德·巴雷少将。在欧加登的灾难性冒险之后，索马里民主共和国进入了灾难性的岁月：经济停滞，内政崩溃而低烈度反叛如波涛般涌起。无意驰援摩加迪沙的美利坚合众国伤透了巴雷的心，而这给了罗马方面一个新的机会。佛朗哥·弗雷达的意大利人民国正式向索马里民主共和国伸出了橄榄枝，包括了改建道路、翻修建筑、大兴基建、提供军事援助与帮助平叛。而索马里承诺将为意大利企业开采当地资源和发展畜牧业提供税收优惠，并提供49年的特许经营权，意大利还获得了摩加迪沙港口的一处土地作为海外保障基地。如今，大批意大利人的投资和意大利军人正开赴索马里，巴雷也在意大利顾问的帮助下改造国家。他颁布了一份新的宪法并修改了索马里革命社会主义党章程。在尊重索马里古老的伊斯兰互助传统和马克思主义的经济原理之外，额外吸纳了意大利革命的先进经验，奉行“3M主义”为指导思想的巴雷主义正在成为显学。联合国与美国对东非的政治变化深感遗憾。
event.script.event_553_new_italian_east_africa.txt_desc_other,随着意大利的再法西斯化，他们将目光投向了日益陷入困境的巴雷政权。巴雷政权自欧加登战争失败以后便转向投靠美国，他在国内愈加腐败和专权，巴雷所属部族与他的家族成为了索马里最有权势的集团。这种统治激起了其他部族的反抗。如今，反抗运动已大有夺权之势。在这一背景下，意大利政府决定重返索马里，他们向巴雷伸出了橄榄枝。尽管遭到联合国与美国的抗议，意大利还是与索马里签订了新发展协定：作为交换意大利对当地的二度投资，包括改建道路、翻修建筑、大兴基建、提供军事援助与帮助平叛的筹码；索马里承诺将为意大利企业开采当地资源和发展畜牧业提供税收优惠，并提供49年的特许经营权。如今，大批意大利人的投资和军队正开赴索马里，巴雷也在意大利顾问的帮助下改造国家。
event.script.event_553_new_italian_east_africa.txt_opt0_22,谴责意大利扩张主义
event.script.event_553_new_italian_east_africa.txt_opt1_22,机会难得，我们也该在索马里上敲一笔
event.script.event_553_new_italian_east_africa.txt_opt0,谴责意大利在东非地区的扩张
event.script.event_553_new_italian_east_africa.txt_opt1,向索马里提供援助，以交换关税减免
event.script.event_553_new_italian_east_africa.txt_r0_22,"我们强烈谴责意大利对非洲的新殖民主义政策，称其是“新意属东非”。然而，我们的批判对意大利人来说不痛不痒，他们仍继续实行其掠夺性政策。人民国和意大利的贸易正在如火如荼的进行着，每月都有着来往那不勒斯和摩加迪沙的远洋轮船。
人民国发言部对我们的指控全盘接受，并说：“有人觉得我们的事情和墨索里尼别无二致，错了，我们做的要远超墨索里尼百倍。”摩加迪沙当局已经接收到了第一批意援武器与相关军事顾问。"
event.script.event_553_new_italian_east_africa.txt_r1_22,借此机会，我们也像索马里提供了一笔投资，当然比不上意大利人的慷慨解囊。不过巴雷也没法说什么，他非常需要这笔钱。人民国和意大利的贸易正在如火如荼的进行着，每月都有着来往那不勒斯和摩加迪沙的远洋轮船。当被问及此次战略性扩张的目的时，人民国外交部发言人表示无可奉告。
event.script.event_553_new_italian_east_africa.txt_r0,我们强烈谴责意大利帝国主义行径与其对非洲的新殖民主义政策，称其是“新意属东非”。然而，我们的批判对意大利人来说不痛不痒，他们仍继续实行其掠夺性政策。据称。摩加迪沙当局已经接收到了第一批意援武器与相关军事顾问。
event.script.event_553_new_italian_east_africa.txt_r1,机会难得，我们决定不再袖手旁观。我们决定以意大利人的政策为蓝本，以提供武器与粮食援助，交换索马里当局对我国产品的十年关税减免。索马里毫不犹豫的就接受了我们的提议。与此同时，摩加迪沙当局已经接收到了第一批意援武器与相关军事顾问。
event.script.event_536_japan_election_1983_opp.txt_opt1_a,支持社会革新党
event.script.event_536_japan_election_1983_opp.txt_opt1_b,在日本人民民主联合阵线的旗帜下支援社会党和共产党联盟
event.script.event_536_japan_election_1983_opp.txt_opt1_dis,没人对他们有兴趣
event.script.event_536_japan_election_1983_opp.txt_r0,"我们向自由民主党送去大量的援助，同时派出人员在关键选区进行宣传工作。并且采取各种手段挑拨其他在野党基层组织之间的关系，让它们把更多的竞选资源用于彼此争斗上，从而确保执政党候选人能够稳住阵脚。
最终自由民主党成功赢下超过半数多数的275个席位，确保了执政地位的稳固。其他党情况如下：社会党107席，依旧没能取得更大胜利。公明党53席，民主社会党33席，共产党21席，新自由俱乐部3席，社会民主联合3席、无所属议员16席。
新政府由中曾根康弘领导，宣布将全面推进新自由主义改革，开始国有公司的部分私有化与拆分，限制工会权利，放松政府管制并更进一步融入全球市场。在外交方面，新政府表示将努力维护中日友好关系并开展全方位经济合作，此外新政府也将保持与美国的沟通，并表示必须全面提防苏联及其他国家可能的间谍活动。"
event.script.event_536_japan_election_1983_opp.txt_r1_a,"我们向社会革新党送去大量的资金支持，同时派出大量人员在关键选区进行宣传工作。社会革新党自己也组织了大批基层活动家，在中央委员的带领下亲赴各个市区散发传单，与市民交流并解答他们的问题（一些地区的委员甚至直接在选区内临时租屋，在选举结束之前一直住在这里以确保每天都能第一时间与市民沟通）。此外我们在当地的特工也成功制造了多起针对自由民主党候选人集会的骚乱，确保社会革新党能够击败这个庞然大物。
最终社会革新党如选举前许多媒体所猜测的那样，取得了前所未有的胜利，一举夺得275席。自由民主党遭遇大败，只获得193席。其他党情况如下：共产党24席、新自由俱乐部3席、无所属议员16席。
新政府由飞鸟田一雄领导，宣布将保持对经济的宏观引导，引入干预性产业政策并全面开展企业民主化，维系当前的国有化并对其他关键领域也开始国有化尝试（或者按照纲领文件来说，“成为社会所有”），进一步确保工人和工会权利并加强政府对它们的影响，对农民采取进一步的保护性措施。在外交上，新政府表示将努力维护中日友好关系并开展全方位经济合作，也将改善与其他社会主义政党和政权的关系，并将与美国展开关于《日美安保条约》问题的再谈判。据政府内部人士表示，新政府的谈判目标是促使美军在未来五至十年内逐步分批撤出日本。同时为了避免美国进一步的反应，新政府也将提出一份替代条约方案。"
event.script.event_536_japan_election_1983_opp.txt_r1_b,"出乎预料的是，社会党并未再与公明党和民主社会党组成联盟参选，而是与共产党合作，宣布结成日本人民民主联合阵线参与选举工作。而我们也向其送去大量的资金支持，并派出大量人员在关键选区进行宣传工作（重点强调阵线理念与苏式发达社会主义的完全不同，以及完全独立于苏联的自主路线）。此外在工会干部的帮助下，我们迅速组织了上百万人在全国各地展开大规模集会与游行以声援阵线。日本共产主义抵抗者同盟也成功号召了一批高校学生与农民展开行动。东京大学、京都大学等学校再次爆发斗争，扰乱了执政党在多个关键选区的原定计划。最后，我们在当地的特工也成功制造了多起针对自由民主党候选人集会的骚乱，确保联合阵线能够击败这个庞然大物。
最终人民民主联合阵线取得了前所未有的胜利，一举夺得265席。自由民主党遭遇大败，只获得190席。其他党情况如下：公明党25席、民主社会党20席、社会民主联合3席、新自由俱乐部2席、无所属议员6席。
新政府由向坂逸郎领导，宣布将以科学社会主义为核心，对经济进行全面引导和干预，实施大规模企业民主化，维持并迅速开展新一轮国有化浪潮，设立国家计划委员会以为计划经济的实施做准备。在外交上，新政府表示将努力维护中日友好关系并开展全方位经济合作，同时与苏联和社会主义阵营展开合作，并将就完全废除《日美安保条约》问题与美国展开谈判。据政府内部人士表示，新政府的谈判目标是促使美军在未来五年内逐步分批撤出日本并确保日本摆脱美国的影响。"
event.script.event_536_japan_election_1983_opp.txt_r2,"我们决定按兵不动，静观局势发展。
最终结果如下：社会党112席、公明党58席、民主社会党38席、共产党26席、新自由俱乐部8席、社会民主联合3席，无所属议员16席。自由民主党依旧未能拿到多数，只有248席，不得不拉拢无所属议员和新自由俱乐部来保证执政地位。
新政府由中曾根康弘领导，宣布将全面推进新自由主义改革，开始国有公司的大规模私有化与拆分，限制工会权利，放松政府管制并更进一步融入全球市场。在外交方面，新政府全面向美国和北约靠拢，强化日美同盟关系的同时开始尝试加强自身军事力量，并强调必须全面提防苏联及其他国家可能的间谍活动，就像今年年初中曾根在《华盛顿邮报》董事长早餐会上所说的那样，日本列岛将“像不沉的航空母舰一样坚固防御”。"
event.script.event_534_japan_election_1983_ldp.txt_opt0_dis,没人对他们有兴趣
event.script.event_534_japan_election_1983_ldp.txt_opt1_a,支援社会民主党
event.script.event_534_japan_election_1983_ldp.txt_opt1_b,支持人民民主联合阵线
event.script.event_534_japan_election_1983_ldp.txt_opt1_dis,没人对他们有兴趣
event.script.event_534_japan_election_1983_ldp.txt_r0,"我们向自由民主党送去大量的援助，同时派出人员在关键选区进行宣传工作。并且采取各种手段挑拨其他在野党基层组织之间的关系，让它们把更多的竞选资源用于彼此争斗上，从而确保执政党候选人能够稳住阵脚。
最终自由民主党成功赢下超过半数多数的275个席位，确保了执政地位的稳固。其他党情况如下：社会党107席，依旧没能取得更大胜利。公明党53席，民主社会党33席，共产党21席，新自由俱乐部3席，社会民主联合3席、无所属议员16席。
新政府由中曾根康弘领导，宣布将全面推进新自由主义改革，开始国有公司的部分私有化与拆分，限制工会权利，放松政府管制并更进一步融入全球市场。在外交方面，新政府表示将努力维护中日友好关系并开展全方位经济合作，此外新政府也将保持与美国的沟通，并表示必须全面提防苏联及其他国家可能的间谍活动。"
event.script.event_534_japan_election_1983_ldp.txt_r1_a,"我们向社会民主党送去大量的援助，同时派出大量人员在关键选区进行宣传工作，还集结了一批社会团体为其进行全力应援。而我们在当地的特工也成功制造了多起针对自由民主党候选人集会的骚乱，确保社会民主党能够击败这个庞然大物。
最终社会民主党如选举前许多媒体所猜测的那样取得前所未有的胜利，一举夺得275席，实现了“参政交代”的目标。自由民主党遭遇大败，只获得193席，失去了半数多数并首次成为在野党。其他党情况如下：共产党24席、新自由俱乐部3席、无所属议员16席。
新政府由飞鸟田一雄领导，宣布将进一步完善市场经济体制，保护私营经济发展的同时加强政府管理，保证国家对经济的宏观调控权。对工人和工会的权利问题进行重新修订，扩展社会福利政策。在外交上，新政府表示将努力维护中日友好关系并开展全方位经济合作，并将与美国展开关于《日美安保条约》问题的再谈判。据政府内部人士表示，新政府的谈判目标是促使美军在未来五至十年内逐步分批撤出日本。同时为了避免美国进一步的反应，新政府也将提出一份替代条约方案。"
event.script.event_534_japan_election_1983_ldp.txt_r1_b,"我们向人民民主联合阵线送去大量的资金支持，同时派出大量人员在关键选区进行宣传工作（重点强调阵线理念与苏式发达社会主义的完全不同，以及完全独立于苏联的自主路线）。此外我们在工会干部和进步青年的帮助下，组织了数十万人在全国各地展开大规模集会与游行以声援阵线。此外我们在当地的特工也成功制造了多起针对自由民主党候选人集会的骚乱，确保联合阵线能够击败这个庞然大物。
最终人民民主联合阵线出乎选举前许多媒体所料，取得了前所未有的胜利，一举夺得265席。自由民主党遭遇大败，只获得190席，失去了半数多数并首次成为在野党。其他党情况如下：公明党25席、民主社会党20席、社会民主联合3席、新自由俱乐部2席、无所属议员6席。
新政府由宫本显治领导，宣布将保持对经济进行宏观引导，对大企业实施民主监管制度，对部分产业征收更高税金，维持当前的国有化并重新立法以确保工人和工会权利。在外交上，新政府表示将努力维护中日友好关系并开展全方位经济合作，并将与美国展开关于《日美安保条约》问题的再谈判。据政府内部人士表示，新政府的谈判目标是促使美军在未来五至十年内逐步分批撤出日本。同时为了避免美国进一步的反应，新政府也将提出一份替代条约方案。"
event.script.event_534_japan_election_1983_ldp.txt_r1_soceu,"
令世界出乎意料的是，日本向成员国大多为欧洲国家的社会主义联盟提交了申请，而社会主义联盟中央委员会也同意了日本的请求，这究竟意味着社会主义联盟并不把自己局限于欧洲、而是有着更大的“野心”，还是日本仍未放弃脱亚入欧的“愿景”？"
event.script.event_534_japan_election_1983_ldp.txt_r2,"我们决定按兵不动，静观局势发展。
最终结果如下：社会党112席、公明党58席、民主社会党38席、共产党26席、新自由俱乐部8席、社会民主联合3席，无所属议员16席。自由民主党依旧未能拿到多数，只有248席，不得不拉拢无所属议员和新自由俱乐部来保证执政地位。
新政府由中曾根康弘领导，宣布将全面推进新自由主义改革，开始国有公司的大规模私有化与拆分，限制工会权利，放松政府管制并更进一步融入全球市场。在外交方面，新政府全面向美国和北约靠拢，强化日美同盟关系的同时开始尝试加强自身军事力量，并强调必须全面提防苏联及其他国家可能的间谍活动，就像今年年初中曾根在《华盛顿邮报》董事长早餐会上所说的那样，日本列岛将“像不沉的航空母舰一样坚固防御”。"
event.script.event_531_japan_road_choice.txt_opt0_dis,没人对他们有兴趣
event.script.event_531_japan_road_choice.txt_opt1_dis,没人对他们有兴趣
event.script.event_531_japan_road_choice.txt_r0,"我们派出了大量人员与三个党（特别是社会党）的高层进行了多次沟通，指出了革新政权的来之不易并着重强调了自由民主党的威胁。此前对革新阵营的大力援助也使得我们能够发挥更大的影响力。最终在我们的劝说以及提供更多帮助的承诺下，三党高层同意在争议性问题上各退一步，并达成了正式的协议。
不久，社会党召开了新一届党代会。会上以绝对多数正式通过了对旧纲领《日本通向社会主义之路》的修改方案：将“无产阶级专政”等带有强烈马克思主义色彩的字眼与条款进行了删改，增加了“国民”“革新”等字眼，只在一处地方保留了“科学的社会主义”这样的文字。不过纲领依旧保留了一些“社会主义”的词句，并且强调了公平、福利、工人权利等方面。总的来说，本次党代会标志着社会党完成了向民主社会主义政党的过渡。
数周后，联合政府的三个党在东京召开正式会议。会上公明党和民主社会党宣布正式与社会党合并，成立社会革新党，并延续社会党的民主社会主义方针。
日本媒体对于三党合并的消息感到惊讶。对于这一联盟在接下来的选举中能取得怎样的成绩也有不同的看法。但是对市民阶层而言，一个更具新时代革新色彩，提倡福利政策且并非传统“工会斗士”的左翼政党显然还是很对他们的胃口的。一些报纸已经开始预测在下一届国会选举中，社会革新党将继续执政。"
event.script.event_531_japan_road_choice.txt_r1,"我们与社会党和共产党的领导层进行了长期的会谈。得益于我们此前对包括学生组织、工会、反战反核团体等社会组织的大力援助和指导，它们已经形成了一股合力，这让我们在谈判中掌握了更大的话语权。考虑到基层组织的扩展问题以及此时日本社会党已经十分左倾（尽管这种左倾与马列主义仍所区别）这一点，日本共产党最终同意与社会党实现进一步合作。而社会主义协会也表示愿意就马克思主义的相关问题与日共成员相探讨，以实现两党的步调一致。
不久社会党召开了新一届党代会，会上以绝对多数正式通过了对旧纲领《日本通向社会主义之路》的修改方案，在向坂逸郎领导的社会主义协会的操刀下，该方案不仅保留了“无产阶级专政”等带有强烈马克思主义色彩的字眼，并强调要通过公有化与计划经济提高生产能力并保障国民丰富的生活。社会党要在议会内外获得民主的多数派，并最终建成社会主义社会。尽管社会主义协会一直坚持远离“极左思潮”（且一直被指责是“以19世纪的发展中国家的德国的考茨基为模范的理论的正统派”），但这样的修改方案在一般人看来就是不折不扣的共产主义纲领。
数周之后，共产党与社会党在东京召开了一次正式会议。会上福田正义表示将积极与社会党合作，促进国民革新运动。虽然该会议并没有明确提及两党的联盟事后也没有任何相关消息流出，但是多数观察家依旧认为这释放了社会党的进一步转向信号。公明党和民主社会党对此感到震惊，它们要求社会党对此作出解释。尽管社会党表示无意沿着苏联等国的“现实社会主义”路线前进，但这样的解释显然不能让人信服。
日本媒体对此感到惊讶。对于接下来的选举将会出现怎样的局面也有不同的看法。日本的未来更加扑朔迷离了。"
event.script.event_531_japan_road_choice.txt_r2,在飞鸟田一雄的带领下，社会党试图在“社共共斗”路线与“社公民路线”之间取得平衡。但在内部纷争依旧的情况下，其与联合政府其他党派关系仍是每况愈下。许多媒体对革新政权的未来并不乐观，甚至一些评论人士认为在四年任期结束之前这一联合政府就可能瓦解，特别是在以“总评”为代表的左翼工会不再单独支持社会党的情况下。
event.script.event_530_japan_change_is_good.txt_opt0_dis,没人对他们有兴趣
event.script.event_530_japan_change_is_good.txt_opt1_dis,没人对他们有兴趣
event.script.event_530_japan_change_is_good.txt_r0_a,"社会党背后的靠山——日本最大的左翼工会“总评”在“劳资调和”构想盛行以及企业工人群体日益现实主义化的背景下不断向社会党施压，要求其做出“真正的改变”。同时借助亲华的佐佐木派，我们派遣人员成功说服了社会党中央的大多数委员。而公明党和民主社会党在由于先前的援助，与我们的关系已经拉近，在与两党委员长多次沟通之后，它们也同意与改革后的社会党保持步调一致。
不久，社会党召开了一次临时党代会，并以大比例优势通过了《日本社会党的新宣言——爱、知、力的创造》这一全新纲领，正式抛弃了旧有的《日本通向社会主义之路》。新纲领强调“和平长入社会主义”以及市民与国民的概念，事实否认了“阶级性”的理念。这标志着社会党第一次完全抛弃了马克思主义，踏入到社会民主主义的行列中。
社会党党大会后不久，其与公明党和民主社会党在东京召开了一次联合会议并达成协议：三党以“中道革新”“国民先锋”为口号，正式合并为日本社会民主党，打出了“终结自民党垄断，建立符合国民需求的革新政权”的旗帜，以社会民主主义与护宪平和主义（当然对其中的自卫队问题、朝鲜半岛问题等进行了修订）为指导思想。很快，社会民主联合也宣布加入该党。
日本媒体对于三党合并的消息感到惊讶。对于这一联盟在接下来的选举中能取得怎样的成绩也有不同的看法。但是对市民阶层而言，一个更具新时代革新色彩，提倡福利政策且并非传统“工会斗士”的左翼政党显然还是很对他们的胃口的。一些报纸已经开始预测在下一届国会选举中，社会民主党有望打破自由民主党的垄断地位。"
event.script.event_530_japan_change_is_good.txt_r1_a,"我们派出大量人员与共产党和社会党的中央委员进行沟通。在我们此前长期的积极行动下，绝大部分社会组织、青年活动家和工会干部都成功被我们团结了起来，借助他们的影响力以及此前与两党打下的关系基础，我们最终说服了大多数中央委员，尤其是共产党领导人宫本显治。
不久，日本共产党与日本社会党召开了一次联合大会，会上宫本显治正式宣布将成立以两党为核心，囊括大批社会团体的“日本人民民主联合阵线”，以寻求“超越思想、信仰和政党支持的差异，汇集大多数人民的革新运动”为目标，在全国范围内树立新的创新阵线。社会党委员长飞鸟田一雄也宣布将与共产党步调一致。总的来说，该阵线的方针是以欧洲共产主义的思想为核心，并囊括了非武装中立、无核化政策等理念。
日本媒体对于两党联盟的消息感到惊讶。对于这一联盟在接下来的选举中能取得怎样的成绩也有不同的看法。但是对市民阶层而言，一个更具新时代革新色彩，提倡福利政策且并非传统“工会斗士”的左翼联盟至少是可接受的。一些报纸已经开始预测在下一届国会选举中，日本人民民主联合阵线有望打破自由民主党的垄断地位。"
event.script.event_530_japan_change_is_good.txt_r2_a,社会党背后的靠山——日本最大的左翼工会“总评”在“劳资调和”构想盛行以及企业工人群体日益现实主义化的背景下不断向社会党施压，要求其做出“真正的改变”。在飞鸟田一雄的带领下，社会党也最终完全抛弃了“社共共斗”转而一心建设“社公民路线”。但在党内纷争依旧且与其他在野党摩擦不断的情况下，大部分媒体对该路线并不乐观。社会党“万年在野党”的尴尬名头还将持续下去。而随着国际局势的变化，甚至社会党能否继续维持国会第二大党都成了一个问题，特别是在工会不再单独支持社会党的情况下。
event.script.event_529_japan_40_day_struggle.txt_opt0_dis,没人对他们有兴趣
event.script.event_529_japan_40_day_struggle.txt_r0_a,"在难以弥合内部派系矛盾的情况下，我们所能做的就是确保各个在野党不会借此机会联合起来统一提名一位新的候选人以扰乱首相指名选举。因此我们迅速派出大批人员秘密前往东京，通过放出假消息、制造小型事故、泄露材料等方式扰乱在野党的注意力，使得它们无法完全团结一致。同时自由民主党内部的亲华派也开始四处走动，凭借他们的影响力劝住了一批摇摆派议员（为了防止有人与社会党等在野党私下串联，一些人不惜把个别立场十分不坚定的议员骗到酒店房间然后反锁屋子，直到投票即将开始的时候才放他们出来）。
11月6日，国会正式举行内阁总理大臣指名选举。众议院第一轮投票中，大平和福田在第一轮投票（大平135票，福田125票）中顺利通过进入第二轮，在野党都投了自己政党的党首。虽然在第一轮投票中，福田的得票稍微落后，但是他寄望于和他关系不错的民主社会党会投票支持，不过其在第二轮投票中和其他在野党一样退席弃权；而大平和田中则早就策反了一些反主流派的议员，导致福田、三木、中曾根三派都有议员投票支持大平，连福田派的长老园田直也支持大平；此外，大平还从第一轮投票起就获得了关键小党新自由俱乐部的支持。
最终结果是大平获得138票，福田获得121票，大平正芳得以继续担任首相。反主流派的倒大平运动失败。不久我们便收到了大平本人的亲笔信，感谢我们对他和对党的帮助。而亲华派也成功超越了自由民主党内的其他势力成为最大派阀。在他们的操纵下，自由民主党与美国的关系愈发疏远，与我们的关系更近了。不久，日本政府便就更改《日美安保条约》问题与美国开始谈判，最终签署了一份新协议。根据协议内容，驻日美军将在未来五年内分批次撤出日本。"
event.script.event_529_japan_40_day_struggle.txt_r1_a,"11月6日，国会正式举行内阁总理大臣指名选举。众议院第一轮投票中，大平和福田在第一轮投票（大平135票，福田125票）中顺利通过进入第二轮，在野党都投了自己政党的党首。虽然在第一轮投票中，福田的得票稍微落后，但是他寄望于和他关系不错的民主社会党会投票支持，不过其在第二轮投票中和其他在野党一样退席弃权；而大平和田中则早就策反了一些反主流派的议员，导致福田、三木、中曾根三派都有议员投票支持大平，连福田派的长老园田直也支持大平；此外，大平还从第一轮投票起就获得了关键小党新自由俱乐部的支持。
最终结果是大平获得138票，福田获得121票，大平正芳得以继续担任首相。反主流派的倒大平运动失败。而亲华派没能进一步巩固自己的势力，我们对它的援助也越发困难。最终在其他派阀的压力下，“政党政策研究会”正式解散。"
event.script.event_528_japan_hokaku_act2_stable.txt_r0_a,"社会党席位虽有所下滑，但仍有165席。联合政府的另外两党公明党与民主社会党各自拿下60席和35席，共产党32席，新自由俱乐部4席，无所属议员21席。自由民主党遭受进一步失败，只获得192席。
新政府由飞鸟田一雄领导，宣布将延续非武装积极中立路线，完成自卫队的彻底改组，加速推动国有化进程，保护劳工阶层。在外交上，新政府将进一步加强与苏联和社会主义阵营的关系，发展同其他左翼政党的关系。并且就落实上一届政府任期中与美国达成的《日美安保条约》问题开展外交活动。据报道，不久日美双方就将签署一份最终协议。根据协议内容，驻日美军将在未来五年内分批次撤出日本。"
event.script.event_527_japan_hokaku_act2_election.txt_desc_ldp,"因为在党总裁竞选中输给了大平正芳，自由民主党首相福田赳夫正式辞去党总裁的职务，其他内阁成员也随之辞职。而福田内阁也成为了日本宪法中唯一一个因执政党领导人选举失败而辞职的内阁。10月7日，新一届众议院选举即将开始。此时的自由民主党依旧深陷洛克希德丑闻之中。伴随着秘密津贴和空跑部委等违规行为的曝光，民众对执政党的批评愈演愈烈。此外大平正芳打着财政重建的旗号主张征收一般消费税，但遭到党内外强烈反对。虽然他本人最终撤回了提案，但这一行为致使许多人对执政党的不满加深了。
在新的书记长飞鸟田一雄的带领下，社会党开始调整其原有路线，并与公明党和民主社会党正式建立了联系。但后两党对社会党目前的情况仍抱有疑虑。上届选举的结果以及社会党的内部纷争让两党中的一部分人开始尝试与自由民主党组成联盟（尽管他们仍未放弃“社公民路线”）。而日本共产党也积极拉拢城市市民的选票，试图进一步增强自身的实力。
接下来，我们该选择行动方向了：是支援社会党完成参政交代的目标还是援助共产党扩大它的势力范围，亦或是对其他在野党给予更多帮助。又或者，我们可以继续向自由民主党伸出援手，毕竟现任总裁大平正芳是前田中角荣内阁的外交大臣，他积极参与到了中日邦交正常化的进程中并与我们建立了不错的关系。如果能够帮他一把，不仅可以进一步深化两国贸易关系，也能借此缓和与美国的关系。"
event.script.event_527_japan_hokaku_act2_election.txt_desc_left,"社会党的内部派系矛盾问题致使它作为革新联合政府的主导者在内外诸多事务上都处于左右摇摆的状态，这又让它与公明党和民主社会党之间的关系愈发疏远，联合政府也变得越来越不稳定。并且因为这是“55年体制”下的第一个非自由民主党政府，各党均缺乏足够的执政经验，使得民众对这一政府的信任度也有所下降。财政界和反对党更是在寻找一切可以用来攻击的点来针对政府。
最终在1979年7月，反对党对政府的不信任案在民主社会党部分议员反水、共产党部分议员弃权与少量议员缺席的情况下得到通过。当年10月，新一轮大选即将展开。考虑到先前联合政府的矛盾，我们恐怕很难指望这次三党的联盟能继续维持。但如果我们付出的努力足够多，也许还是可以说服它们继续联合执政？不管怎样，选择权在您！"
event.script.event_527_japan_hokaku_act2_election.txt_opt0_dis,没人对他们有兴趣
event.script.event_527_japan_hokaku_act2_election.txt_opt1_dis,为什么要玩议会游戏？
event.script.event_527_japan_hokaku_act2_election.txt_opt2_dis,日共不会和我们合作
event.script.event_527_japan_hokaku_act2_election.txt_opt3_dis,他们不会听我们的
